0     DEBUG [main] org.fireinsight.util.Props - Props: envPropFileName : null
0     DEBUG [main] org.fireinsight.util.Props - Props: Using default env file: /props/env/dev/scriptinsight.properties
16    DEBUG [main] org.fireinsight.util.Props - Props: Request for property [IgnoreList=http://gaotop:8080/petstore/faces/static/META-INF/dojo/bpcatalog/dojo.js]
16    DEBUG [main] org.fireinsight.util.Props - Props: Request for property [ProxyServerPort=2554]
16    DEBUG [main] org.fireinsight.util.Props - Props: Request for property [TaskPoolSize=20]
736750 INFO  [pool-1-thread-12] org.fireinsight.proxy.ProxyHandler -                               Accept-Language: en-us,en;q=0.5
736750 INFO  [pool-1-thread-12] org.fireinsight.proxy.ProxyHandler -                               Accept-Encoding: gzip,deflate
736750 INFO  [pool-1-thread-12] org.fireinsight.proxy.ProxyHandler -                               Accept-Charset: ISO-8859-1,utf-8;q=0.7,*;q=0.7
736750 INFO  [pool-1-thread-12] org.fireinsight.proxy.ProxyHandler -                               Keep-Alive: 300
736750 INFO  [pool-1-thread-12] org.fireinsight.proxy.ProxyHandler -                               Proxy-Connection: keep-alive
736750 INFO  [pool-1-thread-12] org.fireinsight.proxy.ProxyHandler -                               Cookie: PREF=ID=46122a503dc83792:TM=1265876428:LM=1265876428:S=gAGycuQTAniS46Kl
736750 INFO  [pool-1-thread-12] org.fireinsight.proxy.ProxyHandler -                               Connection: Keep-Alive
736750 INFO  [pool-1-thread-12] org.fireinsight.proxy.ProxyHandler - >>               Response Headers: 
736750 INFO  [pool-1-thread-12] org.fireinsight.proxy.ProxyHandler -                                Cache-Control: public,max-age=21600
736750 INFO  [pool-1-thread-12] org.fireinsight.proxy.ProxyHandler -                                Content-Type: application/vnd.google.safebrowsing-chunk
736750 INFO  [pool-1-thread-12] org.fireinsight.proxy.ProxyHandler -                                Date: Thu, 11 Feb 2010 08:21:36 GMT
736750 INFO  [pool-1-thread-12] org.fireinsight.proxy.ProxyHandler -                                Server: Chunked Update Server
736750 INFO  [pool-1-thread-12] org.fireinsight.proxy.ProxyHandler -                                X-XSS-Protection: 0
740688 INFO  [pool-1-thread-13] org.fireinsight.proxy.ProxyHandler - >> Request [http://safebrowsing-cache.google.com/safebrowsing/rd/ChNnb29nLW1hbHdhcmUtc2hhdmFyEAAY8YMBIMCEATIP8UEAAF_______7____8A]
740688 INFO  [pool-1-thread-13] org.fireinsight.proxy.ProxyHandler - <<         Response: HTTP/1.1 200 OK
740688 INFO  [pool-1-thread-13] org.fireinsight.proxy.ProxyHandler - <<         Response: HttpEntity Type: org.apache.http.entity.BasicHttpEntity
740688 INFO  [pool-1-thread-13] org.fireinsight.proxy.ProxyHandler - >>               Request Headers: 
740688 INFO  [pool-1-thread-13] org.fireinsight.proxy.ProxyHandler -                               Host: safebrowsing-cache.google.com
740688 INFO  [pool-1-thread-13] org.fireinsight.proxy.ProxyHandler -                               User-Agent: Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.0.15) Gecko/2009101601 Firefox/3.0.15 (.NET CLR 3.5.30729)
740703 INFO  [pool-1-thread-13] org.fireinsight.proxy.ProxyHandler -                               Accept: text/html,application/xhtml+xml,application/xml;q=0.9,*/*;q=0.8
740703 INFO  [pool-1-thread-13] org.fireinsight.proxy.ProxyHandler -                               Accept-Language: en-us,en;q=0.5
740703 INFO  [pool-1-thread-13] org.fireinsight.proxy.ProxyHandler -                               Accept-Encoding: gzip,deflate
740703 INFO  [pool-1-thread-13] org.fireinsight.proxy.ProxyHandler -                               Accept-Charset: ISO-8859-1,utf-8;q=0.7,*;q=0.7
740703 INFO  [pool-1-thread-13] org.fireinsight.proxy.ProxyHandler -                               Keep-Alive: 300
740703 INFO  [pool-1-thread-13] org.fireinsight.proxy.ProxyHandler -                               Proxy-Connection: keep-alive
740703 INFO  [pool-1-thread-13] org.fireinsight.proxy.ProxyHandler -                               Cookie: PREF=ID=46122a503dc83792:TM=1265876428:LM=1265876428:S=gAGycuQTAniS46Kl
740703 INFO  [pool-1-thread-13] org.fireinsight.proxy.ProxyHandler -                               Connection: Keep-Alive
740703 INFO  [pool-1-thread-13] org.fireinsight.proxy.ProxyHandler - >>               Response Headers: 
740703 INFO  [pool-1-thread-13] org.fireinsight.proxy.ProxyHandler -                                Cache-Control: public,max-age=21600
740703 INFO  [pool-1-thread-13] org.fireinsight.proxy.ProxyHandler -                                Content-Type: application/vnd.google.safebrowsing-chunk
740703 INFO  [pool-1-thread-13] org.fireinsight.proxy.ProxyHandler -                                Date: Thu, 11 Feb 2010 08:21:40 GMT
740703 INFO  [pool-1-thread-13] org.fireinsight.proxy.ProxyHandler -                                Server: Chunked Update Server
740703 INFO  [pool-1-thread-13] org.fireinsight.proxy.ProxyHandler -                                X-XSS-Protection: 0
803641 INFO  [pool-1-thread-14] org.fireinsight.proxy.ProxyHandler - >> Request [http://safebrowsing-cache.google.com/safebrowsing/rd/ChNnb29nLW1hbHdhcmUtc2hhdmFyEAAYwYQBIJCFATIPQUIAAP____3_______8A]
803641 INFO  [pool-1-thread-14] org.fireinsight.proxy.ProxyHandler - <<         Response: HTTP/1.1 200 OK
803641 INFO  [pool-1-thread-14] org.fireinsight.proxy.ProxyHandler - <<         Response: HttpEntity Type: org.apache.http.entity.BasicHttpEntity
803641 INFO  [pool-1-thread-14] org.fireinsight.proxy.ProxyHandler - >>               Request Headers: 
803641 INFO  [pool-1-thread-14] org.fireinsight.proxy.ProxyHandler -                               Host: safebrowsing-cache.google.com
803641 INFO  [pool-1-thread-14] org.fireinsight.proxy.ProxyHandler -                               User-Agent: Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.0.15) Gecko/2009101601 Firefox/3.0.15 (.NET CLR 3.5.30729)
803641 INFO  [pool-1-thread-14] org.fireinsight.proxy.ProxyHandler -                               Accept: text/html,application/xhtml+xml,application/xml;q=0.9,*/*;q=0.8
803641 INFO  [pool-1-thread-14] org.fireinsight.proxy.ProxyHandler -                               Accept-Language: en-us,en;q=0.5
803641 INFO  [pool-1-thread-14] org.fireinsight.proxy.ProxyHandler -                               Accept-Encoding: gzip,deflate
803641 INFO  [pool-1-thread-14] org.fireinsight.proxy.ProxyHandler -                               Accept-Charset: ISO-8859-1,utf-8;q=0.7,*;q=0.7
803641 INFO  [pool-1-thread-14] org.fireinsight.proxy.ProxyHandler -                               Keep-Alive: 300
803641 INFO  [pool-1-thread-14] org.fireinsight.proxy.ProxyHandler -                               Proxy-Connection: keep-alive
803641 INFO  [pool-1-thread-14] org.fireinsight.proxy.ProxyHandler -                               Cookie: PREF=ID=46122a503dc83792:TM=1265876428:LM=1265876428:S=gAGycuQTAniS46Kl
803641 INFO  [pool-1-thread-14] org.fireinsight.proxy.ProxyHandler -                               Connection: Keep-Alive
803641 INFO  [pool-1-thread-14] org.fireinsight.proxy.ProxyHandler - >>               Response Headers: 
803641 INFO  [pool-1-thread-14] org.fireinsight.proxy.ProxyHandler -                                Cache-Control: public,max-age=21600
803641 INFO  [pool-1-thread-14] org.fireinsight.proxy.ProxyHandler -                                Content-Type: application/vnd.google.safebrowsing-chunk
803641 INFO  [pool-1-thread-14] org.fireinsight.proxy.ProxyHandler -                                Date: Thu, 11 Feb 2010 08:22:43 GMT
803641 INFO  [pool-1-thread-14] org.fireinsight.proxy.ProxyHandler -                                Server: Chunked Update Server
803641 INFO  [pool-1-thread-14] org.fireinsight.proxy.ProxyHandler -                                X-XSS-Protection: 0
806719 INFO  [pool-1-thread-15] org.fireinsight.proxy.ProxyHandler - >> Request [http://safebrowsing-cache.google.com/safebrowsing/rd/ChNnb29nLW1hbHdhcmUtc2hhdmFyEAAYkYUBIOCFATIPkUIAAP____________8A]
806719 INFO  [pool-1-thread-15] org.fireinsight.proxy.ProxyHandler - <<         Response: HTTP/1.1 200 OK
806719 INFO  [pool-1-thread-15] org.fireinsight.proxy.ProxyHandler - <<         Response: HttpEntity Type: org.apache.http.entity.BasicHttpEntity
806719 INFO  [pool-1-thread-15] org.fireinsight.proxy.ProxyHandler - >>               Request Headers: 
806719 INFO  [pool-1-thread-15] org.fireinsight.proxy.ProxyHandler -                               Host: safebrowsing-cache.google.com
806719 INFO  [pool-1-thread-15] org.fireinsight.proxy.ProxyHandler -                               User-Agent: Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.0.15) Gecko/2009101601 Firefox/3.0.15 (.NET CLR 3.5.30729)
806719 INFO  [pool-1-thread-15] org.fireinsight.proxy.ProxyHandler -                               Accept: text/html,application/xhtml+xml,application/xml;q=0.9,*/*;q=0.8
806719 INFO  [pool-1-thread-15] org.fireinsight.proxy.ProxyHandler -                               Accept-Language: en-us,en;q=0.5
806719 INFO  [pool-1-thread-15] org.fireinsight.proxy.ProxyHandler -                               Accept-Encoding: gzip,deflate
806719 INFO  [pool-1-thread-15] org.fireinsight.proxy.ProxyHandler -                               Accept-Charset: ISO-8859-1,utf-8;q=0.7,*;q=0.7
806719 INFO  [pool-1-thread-15] org.fireinsight.proxy.ProxyHandler -                               Keep-Alive: 300
806719 INFO  [pool-1-thread-15] org.fireinsight.proxy.ProxyHandler -                               Proxy-Connection: keep-alive
806719 INFO  [pool-1-thread-15] org.fireinsight.proxy.ProxyHandler -                               Cookie: PREF=ID=46122a503dc83792:TM=1265876428:LM=1265876428:S=gAGycuQTAniS46Kl
806719 INFO  [pool-1-thread-15] org.fireinsight.proxy.ProxyHandler -                               Connection: Keep-Alive
806719 INFO  [pool-1-thread-15] org.fireinsight.proxy.ProxyHandler - >>               Response Headers: 
806719 INFO  [pool-1-thread-15] org.fireinsight.proxy.ProxyHandler -                                Cache-Control: public,max-age=21600
806719 INFO  [pool-1-thread-15] org.fireinsight.proxy.ProxyHandler -                                Content-Type: application/vnd.google.safebrowsing-chunk
806719 INFO  [pool-1-thread-15] org.fireinsight.proxy.ProxyHandler -                                Date: Thu, 11 Feb 2010 08:22:46 GMT
806719 INFO  [pool-1-thread-15] org.fireinsight.proxy.ProxyHandler -                                Server: Chunked Update Server
806719 INFO  [pool-1-thread-15] org.fireinsight.proxy.ProxyHandler -                                X-XSS-Protection: 0
808688 INFO  [pool-1-thread-16] org.fireinsight.proxy.ProxyHandler - >> Request [http://safebrowsing-cache.google.com/safebrowsing/rd/ChFnb29nLXBoaXNoLXNoYXZhchABGN2lAyDhpQMyBd3SAAAf]
808688 INFO  [pool-1-thread-16] org.fireinsight.proxy.ProxyHandler - <<         Response: HTTP/1.1 200 OK
808688 INFO  [pool-1-thread-16] org.fireinsight.proxy.ProxyHandler - <<         Response: HttpEntity Type: org.apache.http.entity.BasicHttpEntity
808688 INFO  [pool-1-thread-16] org.fireinsight.proxy.ProxyHandler - >>               Request Headers: 
808688 INFO  [pool-1-thread-16] org.fireinsight.proxy.ProxyHandler -                               Host: safebrowsing-cache.google.com
808688 INFO  [pool-1-thread-16] org.fireinsight.proxy.ProxyHandler -                               User-Agent: Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.0.15) Gecko/2009101601 Firefox/3.0.15 (.NET CLR 3.5.30729)
808688 INFO  [pool-1-thread-16] org.fireinsight.proxy.ProxyHandler -                               Accept: text/html,application/xhtml+xml,application/xml;q=0.9,*/*;q=0.8
808688 INFO  [pool-1-thread-16] org.fireinsight.proxy.ProxyHandler -                               Accept-Language: en-us,en;q=0.5
808688 INFO  [pool-1-thread-16] org.fireinsight.proxy.ProxyHandler -                               Accept-Encoding: gzip,deflate
808688 INFO  [pool-1-thread-16] org.fireinsight.proxy.ProxyHandler -                               Accept-Charset: ISO-8859-1,utf-8;q=0.7,*;q=0.7
808688 INFO  [pool-1-thread-16] org.fireinsight.proxy.ProxyHandler -                               Keep-Alive: 300
808688 INFO  [pool-1-thread-16] org.fireinsight.proxy.ProxyHandler -                               Proxy-Connection: keep-alive
808688 INFO  [pool-1-thread-16] org.fireinsight.proxy.ProxyHandler -                               Cookie: PREF=ID=46122a503dc83792:TM=1265876428:LM=1265876428:S=gAGycuQTAniS46Kl
808688 INFO  [pool-1-thread-16] org.fireinsight.proxy.ProxyHandler -                               Connection: Keep-Alive
808688 INFO  [pool-1-thread-16] org.fireinsight.proxy.ProxyHandler - >>               Response Headers: 
808688 INFO  [pool-1-thread-16] org.fireinsight.proxy.ProxyHandler -                                Cache-Control: public,max-age=21600
808688 INFO  [pool-1-thread-16] org.fireinsight.proxy.ProxyHandler -                                Content-Type: application/vnd.google.safebrowsing-chunk
808688 INFO  [pool-1-thread-16] org.fireinsight.proxy.ProxyHandler -                                Date: Thu, 11 Feb 2010 08:22:48 GMT
808688 INFO  [pool-1-thread-16] org.fireinsight.proxy.ProxyHandler -                                Server: Chunked Update Server
808688 INFO  [pool-1-thread-16] org.fireinsight.proxy.ProxyHandler -                                X-XSS-Protection: 0
871875 INFO  [pool-1-thread-17] org.fireinsight.proxy.ProxyHandler - >> Request [http://safebrowsing-cache.google.com/safebrowsing/rd/ChFnb29nLXBoaXNoLXNoYXZhchABGOKlAyDmpQMyBeLSAAAf]
871875 INFO  [pool-1-thread-17] org.fireinsight.proxy.ProxyHandler - <<         Response: HTTP/1.1 200 OK
871875 INFO  [pool-1-thread-17] org.fireinsight.proxy.ProxyHandler - <<         Response: HttpEntity Type: org.apache.http.entity.BasicHttpEntity
871875 INFO  [pool-1-thread-17] org.fireinsight.proxy.ProxyHandler - >>               Request Headers: 
871875 INFO  [pool-1-thread-17] org.fireinsight.proxy.ProxyHandler -                               Host: safebrowsing-cache.google.com
871875 INFO  [pool-1-thread-17] org.fireinsight.proxy.ProxyHandler -                               User-Agent: Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.0.15) Gecko/2009101601 Firefox/3.0.15 (.NET CLR 3.5.30729)
871875 INFO  [pool-1-thread-17] org.fireinsight.proxy.ProxyHandler -                               Accept: text/html,application/xhtml+xml,application/xml;q=0.9,*/*;q=0.8
871875 INFO  [pool-1-thread-17] org.fireinsight.proxy.ProxyHandler -                               Accept-Language: en-us,en;q=0.5
871875 INFO  [pool-1-thread-17] org.fireinsight.proxy.ProxyHandler -                               Accept-Encoding: gzip,deflate
871875 INFO  [pool-1-thread-17] org.fireinsight.proxy.ProxyHandler -                               Accept-Charset: ISO-8859-1,utf-8;q=0.7,*;q=0.7
871875 INFO  [pool-1-thread-17] org.fireinsight.proxy.ProxyHandler -                               Keep-Alive: 300
871875 INFO  [pool-1-thread-17] org.fireinsight.proxy.ProxyHandler -                               Proxy-Connection: keep-alive
871875 INFO  [pool-1-thread-17] org.fireinsight.proxy.ProxyHandler -                               Cookie: PREF=ID=46122a503dc83792:TM=1265876428:LM=1265876428:S=gAGycuQTAniS46Kl
871875 INFO  [pool-1-thread-17] org.fireinsight.proxy.ProxyHandler -                               Connection: Keep-Alive
871875 INFO  [pool-1-thread-17] org.fireinsight.proxy.ProxyHandler - >>               Response Headers: 
871875 INFO  [pool-1-thread-17] org.fireinsight.proxy.ProxyHandler -                                Cache-Control: public,max-age=21600
871875 INFO  [pool-1-thread-17] org.fireinsight.proxy.ProxyHandler -                                Content-Type: application/vnd.google.safebrowsing-chunk
871875 INFO  [pool-1-thread-17] org.fireinsight.proxy.ProxyHandler -                                Date: Thu, 11 Feb 2010 08:23:48 GMT
871875 INFO  [pool-1-thread-17] org.fireinsight.proxy.ProxyHandler -                                Server: Chunked Update Server
871875 INFO  [pool-1-thread-17] org.fireinsight.proxy.ProxyHandler -                                X-XSS-Protection: 0
871938 INFO  [pool-1-thread-18] org.fireinsight.proxy.ProxyHandler - >> Request [http://safebrowsing-cache.google.com/safebrowsing/rd/ChFnb29nLXBoaXNoLXNoYXZhchABGOelAyDrpQMyBefSAAAf]
871938 INFO  [pool-1-thread-18] org.fireinsight.proxy.ProxyHandler - <<         Response: HTTP/1.1 200 OK
